Number,Transaction,DateTime,Empty
942,John Tavares of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
943,Joseph Woll of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
944,Matt Murray of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
945,Matthew Knies of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
946,Max Domi of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
947,Max Pacioretty of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
948,Mitch Marner of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
949,Morgan Rielly of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
950,Nicholas Robertson of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
951,Oliver Ekman-Larsson of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
952,Philippe Myers of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
953,Pontus Holmberg of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
954,Scott Laughton of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:33 PM,
955,Simon Benoit of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:36 PM,
956,Steven Lorentz of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:36 PM,
957,William Nylander of Toronto Maple Leafs was sent to pro.,2025-08-15 5:00:36 PM,
958,Game Option - Full Farm Option Deactivated,2025-08-15 5:01:49 PM,
959,Radko Gudas of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
960,Jackson LaCombe of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
961,Jacob Trouba of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
962,Frank Vatrano of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
963,Troy Terry of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
964,Mason McTavish of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
965,Alex Killorn of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
966,Leo Carlsson of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
967,Ryan Strome of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
968,Pavel Mintyukov of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
969,Trevor Zegras of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
970,Brett Leason of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
971,Cutter Gauthier of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
972,Robby Fabbri of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
973,Olen Zellweger of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
974,Isac Lundestrom of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
975,Drew Helleson of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
976,Brock McGinn of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
977,Lukas Dostal of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
978,John Gibson of Anaheim Ducks was sent to pro.,2025-08-15 5:01:57 PM,
979,Auto Roster Function has been run for Anaheim Ducks.,2025-08-15 5:01:57 PM,
980,Alex Tuch of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
981,Rasmus Dahlin of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
982,Tage Thompson of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
983,Josh Norris of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
984,Owen Power of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
985,Bowen Byram of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
986,Connor Clifton of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
987,JJ Peterka of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
988,Mattias Samuelsson of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
989,Jordan Greenway of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
990,Ryan McLeod of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
991,Jason Zucker of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
992,Jack Quinn of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
993,Jacob Bernard-Docker of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
994,Beck Malenstyn of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
995,Sam Lafferty of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
996,Zach Benson of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
997,Jiri Kulich of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
998,Ukko-Pekka Luukkonen of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
999,James Reimer of Buffalo Sabres was sent to pro.,2025-08-15 5:01:58 PM,
1000,Auto Roster Function has been run for Buffalo Sabres.,2025-08-15 5:01:58 PM,
1001,MacKenzie Weegar of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1002,Nazem Kadri of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1003,Blake Coleman of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1004,Rasmus Andersson of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1005,Kevin Bahl of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1006,Jonathan Huberdeau of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1007,Mikael Backlund of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1008,Anthony Mantha of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1009,Yegor Sharangovich of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1010,Morgan Frost of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1011,Joel Farabee of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1012,Connor Zary of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1013,Matt Coronato of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1014,Daniil Miromanov of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1015,Brayden Pachal of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1016,Tyson Barrie of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1017,Jake Bean of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1018,Adam Klapka of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1019,Dustin Wolf of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1020,Dan Vladar of Calgary Flames was sent to pro.,2025-08-15 5:01:58 PM,
1021,Auto Roster Function has been run for Calgary Flames.,2025-08-15 5:01:58 PM,
1022,Nathan MacKinnon of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1023,Cale Makar of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1024,Devon Toews of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1025,Valeri Nichushkin of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1026,Brock Nelson of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1027,Charlie Coyle of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1028,Martin Necas of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1029,Josh Manson of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1030,Erik Johnson of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1031,Artturi Lehkonen of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1032,Jonathan Drouin of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1033,Ryan Lindgren of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1034,Samuel Girard of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1035,Logan O'Connor of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1036,Ross Colton of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1037,Parker Kelly of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1038,Miles Wood of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1039,Chris Wagner of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1040,Mackenzie Blackwood of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1041,Scott Wedgewood of Colorado Avalanche was sent to pro.,2025-08-15 5:01:59 PM,
1042,Auto Roster Function has been run for Colorado Avalanche.,2025-08-15 5:01:59 PM,
1043,Zach Werenski of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1044,Sean Monahan of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1045,Boone Jenner of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1046,Kirill Marchenko of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1047,Ivan Provorov of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1048,Damon Severson of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1049,Dmitri Voronkov of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1050,Adam Fantilli of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1051,Kent Johnson of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1052,Yegor Chinakhov of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1053,James van Riemsdyk of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1054,Dante Fabbro of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1055,Cole Sillinger of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1056,Justin Danforth of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1057,Mathieu Olivier of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1058,Jordan Harris of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1059,Jake Christiansen of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1060,Mikael Pyyhtia of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1061,Elvis Merzlikins of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1062,Daniil Tarasov of Columbus Blue Jackets was sent to pro.,2025-08-15 5:01:59 PM,
1063,Auto Roster Function has been run for Columbus Blue Jackets.,2025-08-15 5:01:59 PM,
1064,Moritz Seider of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1065,Dylan Larkin of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1066,Patrick Kane of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1067,Lucas Raymond of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1068,Alex DeBrincat of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1069,Jeff Petry of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1070,Simon Edvinsson of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1071,Ben Chiarot of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1072,J.T. Compher of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1073,Vladimir Tarasenko of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1074,Andrew Copp of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1075,Michael Rasmussen of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1076,Erik Gustafsson of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1077,Justin Holl of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1078,Marco Kasper of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1079,Tyler Motte of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1080,Jonatan Berggren of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1081,Elmer Soderblom of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1082,Cam Talbot of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1083,Petr Mrazek of Detroit Red Wings was sent to pro.,2025-08-15 5:01:59 PM,
1084,Auto Roster Function has been run for Detroit Red Wings.,2025-08-15 5:01:59 PM,
1085,Connor McDavid of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1086,Leon Draisaitl of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1087,Mattias Ekholm of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1088,Darnell Nurse of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1089,Jake Walman of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1090,Ryan Nugent-Hopkins of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1091,Zach Hyman of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1092,Evan Bouchard of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1093,Adam Henrique of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1094,Jeff Skinner of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1095,Ty Emberson of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1096,Viktor Arvidsson of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1097,Trent Frederic of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1098,Brett Kulak of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1099,Corey Perry of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1100,Connor Brown of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1101,Kasperi Kapanen of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1102,Max Jones of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1103,Stuart Skinner of Edmonton Oilers was sent to pro.,2025-08-15 5:01:59 PM,
1104,Aleksander Barkov of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1105,Sam Reinhart of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1106,Matthew Tkachuk of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1107,Seth Jones of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1108,Gustav Forsling of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1109,Brad Marchand of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1110,Aaron Ekblad of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1111,Carter Verhaeghe of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1112,Sam Bennett of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1113,Niko Mikkola of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1114,Dmitry Kulikov of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1115,Anton Lundell of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1116,Eetu Luostarinen of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1117,Nate Schmidt of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1118,Jesse Puljujarvi of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1119,Tomas Nosek of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1120,Mackie Samoskevich of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1121,Justin Sourdif of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1122,Sergei Bobrovsky of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1123,Vitek Vanecek of Florida Panthers was sent to pro.,2025-08-15 5:01:59 PM,
1124,Auto Roster Function has been run for Florida Panthers.,2025-08-15 5:01:59 PM,
1125,Adrian Kempe of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1126,Anze Kopitar of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1127,Drew Doughty of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1128,Kevin Fiala of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1129,Trevor Moore of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1130,Vladislav Gavrikov of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1131,Quinton Byfield of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1132,Phillip Danault of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1133,Mikey Anderson of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1134,Joel Edmundson of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1135,Warren Foegele of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1136,Andrei Kuzmenko of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1137,Brandt Clarke of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1138,Alex Laferriere of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1139,Jordan Spence of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1140,Trevor Lewis of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1141,Jacob Moverare of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1142,Tanner Jeannot of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1143,Darcy Kuemper of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1144,David Rittich of Los Angeles Kings was sent to pro.,2025-08-15 5:01:59 PM,
1145,Auto Roster Function has been run for Los Angeles Kings.,2025-08-15 5:01:59 PM,
1146,Kirill Kaprizov of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1147,Joel Eriksson Ek of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1148,Brock Faber of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1149,Matt Boldy of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1150,Jonas Brodin of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1151,Jake Middleton of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1152,Gustav Nyquist of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1153,Mats Zuccarello of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1154,Jared Spurgeon of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1155,Zach Bogosian of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1156,Marco Rossi of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1157,Marcus Foligno of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1158,Ryan Hartman of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1159,Marcus Johansson of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1160,Yakov Trenin of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1161,Frederick Gaudreau of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1162,Justin Brazeau of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1163,Jon Merrill of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1164,Filip Gustavsson of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1165,Marc-Andre Fleury of Minnesota Wild was sent to pro.,2025-08-15 5:01:59 PM,
1166,Auto Roster Function has been run for Minnesota Wild.,2025-08-15 5:01:59 PM,
1167,Jesper Bratt of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1168,Nico Hischier of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1169,Jack Hughes of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1170,Brenden Dillon of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1171,Dougie Hamilton of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1172,Timo Meier of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1173,Brett Pesce of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1174,Luke Hughes of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1175,Brian Dumoulin of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1176,Johnathan Kovacevic of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1177,Jonas Siegenthaler of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1178,Erik Haula of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1179,Dawson Mercer of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1180,Stefan Noesen of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1181,Ondrej Palat of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1182,Daniel Sprong of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1183,Paul Cotter of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1184,Simon Nemec of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1185,Jacob Markstrom of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1186,Jake Allen of New Jersey Devils was sent to pro.,2025-08-15 5:01:59 PM,
1187,Auto Roster Function has been run for New Jersey Devils.,2025-08-15 5:01:59 PM,
1188,Ryan Pulock of New York Islanders was sent to pro.,2025-08-15 5:01:59 PM,
1189,Noah Dobson of New York Islanders was sent to pro.,2025-08-15 5:01:59 PM,
