Number,Transaction
1066,[2025-08-15 5:01:59 PM] - Patrick Kane of Detroit Red Wings was sent to pro.
1067,[2025-08-15 5:01:59 PM] - Lucas Raymond of Detroit Red Wings was sent to pro.
1068,[2025-08-15 5:01:59 PM] - Alex DeBrincat of Detroit Red Wings was sent to pro.
1069,[2025-08-15 5:01:59 PM] - Jeff Petry of Detroit Red Wings was sent to pro.
1070,[2025-08-15 5:01:59 PM] - Simon Edvinsson of Detroit Red Wings was sent to pro.
1071,[2025-08-15 5:01:59 PM] - Ben Chiarot of Detroit Red Wings was sent to pro.
1072,[2025-08-15 5:01:59 PM] - J.T. Compher of Detroit Red Wings was sent to pro.
1073,[2025-08-15 5:01:59 PM] - Vladimir Tarasenko of Detroit Red Wings was sent to pro.
1074,[2025-08-15 5:01:59 PM] - Andrew Copp of Detroit Red Wings was sent to pro.
1075,[2025-08-15 5:01:59 PM] - Michael Rasmussen of Detroit Red Wings was sent to pro.
1076,[2025-08-15 5:01:59 PM] - Erik Gustafsson of Detroit Red Wings was sent to pro.
1077,[2025-08-15 5:01:59 PM] - Justin Holl of Detroit Red Wings was sent to pro.
1078,[2025-08-15 5:01:59 PM] - Marco Kasper of Detroit Red Wings was sent to pro.
1079,[2025-08-15 5:01:59 PM] - Tyler Motte of Detroit Red Wings was sent to pro.
1080,[2025-08-15 5:01:59 PM] - Jonatan Berggren of Detroit Red Wings was sent to pro.
1081,[2025-08-15 5:01:59 PM] - Elmer Soderblom of Detroit Red Wings was sent to pro.
1082,[2025-08-15 5:01:59 PM] - Cam Talbot of Detroit Red Wings was sent to pro.
1083,[2025-08-15 5:01:59 PM] - Petr Mrazek of Detroit Red Wings was sent to pro.
1084,[2025-08-15 5:01:59 PM] - Auto Roster Function has been run for Detroit Red Wings.
1085,[2025-08-15 5:01:59 PM] - Connor McDavid of Edmonton Oilers was sent to pro.
1086,[2025-08-15 5:01:59 PM] - Leon Draisaitl of Edmonton Oilers was sent to pro.
1087,[2025-08-15 5:01:59 PM] - Mattias Ekholm of Edmonton Oilers was sent to pro.
1088,[2025-08-15 5:01:59 PM] - Darnell Nurse of Edmonton Oilers was sent to pro.
1089,[2025-08-15 5:01:59 PM] - Jake Walman of Edmonton Oilers was sent to pro.
1090,[2025-08-15 5:01:59 PM] - Ryan Nugent-Hopkins of Edmonton Oilers was sent to pro.
1091,[2025-08-15 5:01:59 PM] - Zach Hyman of Edmonton Oilers was sent to pro.
1092,[2025-08-15 5:01:59 PM] - Evan Bouchard of Edmonton Oilers was sent to pro.
1093,[2025-08-15 5:01:59 PM] - Adam Henrique of Edmonton Oilers was sent to pro.
1094,[2025-08-15 5:01:59 PM] - Jeff Skinner of Edmonton Oilers was sent to pro.
1095,[2025-08-15 5:01:59 PM] - Ty Emberson of Edmonton Oilers was sent to pro.
1096,[2025-08-15 5:01:59 PM] - Viktor Arvidsson of Edmonton Oilers was sent to pro.
1097,[2025-08-15 5:01:59 PM] - Trent Frederic of Edmonton Oilers was sent to pro.
1098,[2025-08-15 5:01:59 PM] - Brett Kulak of Edmonton Oilers was sent to pro.
1099,[2025-08-15 5:01:59 PM] - Corey Perry of Edmonton Oilers was sent to pro.
1100,[2025-08-15 5:01:59 PM] - Connor Brown of Edmonton Oilers was sent to pro.
1101,[2025-08-15 5:01:59 PM] - Kasperi Kapanen of Edmonton Oilers was sent to pro.
1102,[2025-08-15 5:01:59 PM] - Max Jones of Edmonton Oilers was sent to pro.
1103,[2025-08-15 5:01:59 PM] - Stuart Skinner of Edmonton Oilers was sent to pro.
1104,[2025-08-15 5:01:59 PM] - Aleksander Barkov of Florida Panthers was sent to pro.
1105,[2025-08-15 5:01:59 PM] - Sam Reinhart of Florida Panthers was sent to pro.
1106,[2025-08-15 5:01:59 PM] - Matthew Tkachuk of Florida Panthers was sent to pro.
1107,[2025-08-15 5:01:59 PM] - Seth Jones of Florida Panthers was sent to pro.
1108,[2025-08-15 5:01:59 PM] - Gustav Forsling of Florida Panthers was sent to pro.
1109,[2025-08-15 5:01:59 PM] - Brad Marchand of Florida Panthers was sent to pro.
1110,[2025-08-15 5:01:59 PM] - Aaron Ekblad of Florida Panthers was sent to pro.
1111,[2025-08-15 5:01:59 PM] - Carter Verhaeghe of Florida Panthers was sent to pro.
1112,[2025-08-15 5:01:59 PM] - Sam Bennett of Florida Panthers was sent to pro.
1113,[2025-08-15 5:01:59 PM] - Niko Mikkola of Florida Panthers was sent to pro.
1114,[2025-08-15 5:01:59 PM] - Dmitry Kulikov of Florida Panthers was sent to pro.
1115,[2025-08-15 5:01:59 PM] - Anton Lundell of Florida Panthers was sent to pro.
1116,[2025-08-15 5:01:59 PM] - Eetu Luostarinen of Florida Panthers was sent to pro.
1117,[2025-08-15 5:01:59 PM] - Nate Schmidt of Florida Panthers was sent to pro.
1118,[2025-08-15 5:01:59 PM] - Jesse Puljujarvi of Florida Panthers was sent to pro.
1119,[2025-08-15 5:01:59 PM] - Tomas Nosek of Florida Panthers was sent to pro.
1120,[2025-08-15 5:01:59 PM] - Mackie Samoskevich of Florida Panthers was sent to pro.
1121,[2025-08-15 5:01:59 PM] - Justin Sourdif of Florida Panthers was sent to pro.
1122,[2025-08-15 5:01:59 PM] - Sergei Bobrovsky of Florida Panthers was sent to pro.
1123,[2025-08-15 5:01:59 PM] - Vitek Vanecek of Florida Panthers was sent to pro.
1124,[2025-08-15 5:01:59 PM] - Auto Roster Function has been run for Florida Panthers.
1125,[2025-08-15 5:01:59 PM] - Adrian Kempe of Los Angeles Kings was sent to pro.
1126,[2025-08-15 5:01:59 PM] - Anze Kopitar of Los Angeles Kings was sent to pro.
1127,[2025-08-15 5:01:59 PM] - Drew Doughty of Los Angeles Kings was sent to pro.
1128,[2025-08-15 5:01:59 PM] - Kevin Fiala of Los Angeles Kings was sent to pro.
1129,[2025-08-15 5:01:59 PM] - Trevor Moore of Los Angeles Kings was sent to pro.
1130,[2025-08-15 5:01:59 PM] - Vladislav Gavrikov of Los Angeles Kings was sent to pro.
1131,[2025-08-15 5:01:59 PM] - Quinton Byfield of Los Angeles Kings was sent to pro.
1132,[2025-08-15 5:01:59 PM] - Phillip Danault of Los Angeles Kings was sent to pro.
1133,[2025-08-15 5:01:59 PM] - Mikey Anderson of Los Angeles Kings was sent to pro.
1134,[2025-08-15 5:01:59 PM] - Joel Edmundson of Los Angeles Kings was sent to pro.
1135,[2025-08-15 5:01:59 PM] - Warren Foegele of Los Angeles Kings was sent to pro.
1136,[2025-08-15 5:01:59 PM] - Andrei Kuzmenko of Los Angeles Kings was sent to pro.
1137,[2025-08-15 5:01:59 PM] - Brandt Clarke of Los Angeles Kings was sent to pro.
1138,[2025-08-15 5:01:59 PM] - Alex Laferriere of Los Angeles Kings was sent to pro.
1139,[2025-08-15 5:01:59 PM] - Jordan Spence of Los Angeles Kings was sent to pro.
1140,[2025-08-15 5:01:59 PM] - Trevor Lewis of Los Angeles Kings was sent to pro.
1141,[2025-08-15 5:01:59 PM] - Jacob Moverare of Los Angeles Kings was sent to pro.
1142,[2025-08-15 5:01:59 PM] - Tanner Jeannot of Los Angeles Kings was sent to pro.
1143,[2025-08-15 5:01:59 PM] - Darcy Kuemper of Los Angeles Kings was sent to pro.
1144,[2025-08-15 5:01:59 PM] - David Rittich of Los Angeles Kings was sent to pro.
1145,[2025-08-15 5:01:59 PM] - Auto Roster Function has been run for Los Angeles Kings.
1146,[2025-08-15 5:01:59 PM] - Kirill Kaprizov of Minnesota Wild was sent to pro.
1147,[2025-08-15 5:01:59 PM] - Joel Eriksson Ek of Minnesota Wild was sent to pro.
1148,[2025-08-15 5:01:59 PM] - Brock Faber of Minnesota Wild was sent to pro.
1149,[2025-08-15 5:01:59 PM] - Matt Boldy of Minnesota Wild was sent to pro.
1150,[2025-08-15 5:01:59 PM] - Jonas Brodin of Minnesota Wild was sent to pro.
1151,[2025-08-15 5:01:59 PM] - Jake Middleton of Minnesota Wild was sent to pro.
1152,[2025-08-15 5:01:59 PM] - Gustav Nyquist of Minnesota Wild was sent to pro.
1153,[2025-08-15 5:01:59 PM] - Mats Zuccarello of Minnesota Wild was sent to pro.
1154,[2025-08-15 5:01:59 PM] - Jared Spurgeon of Minnesota Wild was sent to pro.
1155,[2025-08-15 5:01:59 PM] - Zach Bogosian of Minnesota Wild was sent to pro.
1156,[2025-08-15 5:01:59 PM] - Marco Rossi of Minnesota Wild was sent to pro.
1157,[2025-08-15 5:01:59 PM] - Marcus Foligno of Minnesota Wild was sent to pro.
1158,[2025-08-15 5:01:59 PM] - Ryan Hartman of Minnesota Wild was sent to pro.
1159,[2025-08-15 5:01:59 PM] - Marcus Johansson of Minnesota Wild was sent to pro.
1160,[2025-08-15 5:01:59 PM] - Yakov Trenin of Minnesota Wild was sent to pro.
1161,[2025-08-15 5:01:59 PM] - Frederick Gaudreau of Minnesota Wild was sent to pro.
1162,[2025-08-15 5:01:59 PM] - Justin Brazeau of Minnesota Wild was sent to pro.
1163,[2025-08-15 5:01:59 PM] - Jon Merrill of Minnesota Wild was sent to pro.
1164,[2025-08-15 5:01:59 PM] - Filip Gustavsson of Minnesota Wild was sent to pro.
1165,[2025-08-15 5:01:59 PM] - Marc-Andre Fleury of Minnesota Wild was sent to pro.
1166,[2025-08-15 5:01:59 PM] - Auto Roster Function has been run for Minnesota Wild.
1167,[2025-08-15 5:01:59 PM] - Jesper Bratt of New Jersey Devils was sent to pro.
1168,[2025-08-15 5:01:59 PM] - Nico Hischier of New Jersey Devils was sent to pro.
1169,[2025-08-15 5:01:59 PM] - Jack Hughes of New Jersey Devils was sent to pro.
1170,[2025-08-15 5:01:59 PM] - Brenden Dillon of New Jersey Devils was sent to pro.
1171,[2025-08-15 5:01:59 PM] - Dougie Hamilton of New Jersey Devils was sent to pro.
1172,[2025-08-15 5:01:59 PM] - Timo Meier of New Jersey Devils was sent to pro.
1173,[2025-08-15 5:01:59 PM] - Brett Pesce of New Jersey Devils was sent to pro.
1174,[2025-08-15 5:01:59 PM] - Luke Hughes of New Jersey Devils was sent to pro.
1175,[2025-08-15 5:01:59 PM] - Brian Dumoulin of New Jersey Devils was sent to pro.
1176,[2025-08-15 5:01:59 PM] - Johnathan Kovacevic of New Jersey Devils was sent to pro.
1177,[2025-08-15 5:01:59 PM] - Jonas Siegenthaler of New Jersey Devils was sent to pro.
1178,[2025-08-15 5:01:59 PM] - Erik Haula of New Jersey Devils was sent to pro.
1179,[2025-08-15 5:01:59 PM] - Dawson Mercer of New Jersey Devils was sent to pro.
1180,[2025-08-15 5:01:59 PM] - Stefan Noesen of New Jersey Devils was sent to pro.
1181,[2025-08-15 5:01:59 PM] - Ondrej Palat of New Jersey Devils was sent to pro.
1182,[2025-08-15 5:01:59 PM] - Daniel Sprong of New Jersey Devils was sent to pro.
1183,[2025-08-15 5:01:59 PM] - Paul Cotter of New Jersey Devils was sent to pro.
1184,[2025-08-15 5:01:59 PM] - Simon Nemec of New Jersey Devils was sent to pro.
1185,[2025-08-15 5:01:59 PM] - Jacob Markstrom of New Jersey Devils was sent to pro.
1186,[2025-08-15 5:01:59 PM] - Jake Allen of New Jersey Devils was sent to pro.
1187,[2025-08-15 5:01:59 PM] - Auto Roster Function has been run for New Jersey Devils.
1188,[2025-08-15 5:01:59 PM] - Ryan Pulock of New York Islanders was sent to pro.
1189,[2025-08-15 5:01:59 PM] - Noah Dobson of New York Islanders was sent to pro.
1190,[2025-08-15 5:01:59 PM] - Mathew Barzal of New York Islanders was sent to pro.
1191,[2025-08-15 5:01:59 PM] - Bo Horvat of New York Islanders was sent to pro.
1192,[2025-08-15 5:01:59 PM] - Anders Lee of New York Islanders was sent to pro.
1193,[2025-08-15 5:01:59 PM] - Jean-Gabriel Pageau of New York Islanders was sent to pro.
1194,[2025-08-15 5:01:59 PM] - Alexander Romanov of New York Islanders was sent to pro.
1195,[2025-08-15 5:01:59 PM] - Scott Mayfield of New York Islanders was sent to pro.
1196,[2025-08-15 5:01:59 PM] - Kyle Palmieri of New York Islanders was sent to pro.
1197,[2025-08-15 5:01:59 PM] - Simon Holmstrom of New York Islanders was sent to pro.
1198,[2025-08-15 5:01:59 PM] - Anthony Duclair of New York Islanders was sent to pro.
1199,[2025-08-15 5:01:59 PM] - Casey Cizikas of New York Islanders was sent to pro.
1200,[2025-08-15 5:01:59 PM] - Tony DeAngelo of New York Islanders was sent to pro.
1201,[2025-08-15 5:01:59 PM] - Pierre Engvall of New York Islanders was sent to pro.
1202,[2025-08-15 5:01:59 PM] - Adam Boqvist of New York Islanders was sent to pro.
1203,[2025-08-15 5:01:59 PM] - Maxim Tsyplakov of New York Islanders was sent to pro.
1204,[2025-08-15 5:01:59 PM] - Scott Perunovich of New York Islanders was sent to pro.
1205,[2025-08-15 5:01:59 PM] - Hudson Fasching of New York Islanders was sent to pro.
1206,[2025-08-15 5:01:59 PM] - Ilya Sorokin of New York Islanders was sent to pro.
1207,[2025-08-15 5:01:59 PM] - Semyon Varlamov of New York Islanders was sent to pro.
1208,[2025-08-15 5:01:59 PM] - Auto Roster Function has been run for New York Islanders.
1209,[2025-08-15 5:02:00 PM] - Brady Tkachuk of Ottawa Senators was sent to pro.
1210,[2025-08-15 5:02:00 PM] - Jake Sanderson of Ottawa Senators was sent to pro.
1211,[2025-08-15 5:02:00 PM] - Claude Giroux of Ottawa Senators was sent to pro.
1212,[2025-08-15 5:02:00 PM] - Drake Batherson of Ottawa Senators was sent to pro.
1213,[2025-08-15 5:02:00 PM] - Artem Zub of Ottawa Senators was sent to pro.
1214,[2025-08-15 5:02:00 PM] - Thomas Chabot of Ottawa Senators was sent to pro.
1215,[2025-08-15 5:02:00 PM] - Shane Pinto of Ottawa Senators was sent to pro.
1216,[2025-08-15 5:02:00 PM] - Dylan Cozens of Ottawa Senators was sent to pro.
1217,[2025-08-15 5:02:00 PM] - Nick Jensen of Ottawa Senators was sent to pro.
1218,[2025-08-15 5:02:00 PM] - Fabian Zetterlund of Ottawa Senators was sent to pro.
1219,[2025-08-15 5:02:00 PM] - Ridly Greig of Ottawa Senators was sent to pro.
1220,[2025-08-15 5:02:00 PM] - David Perron of Ottawa Senators was sent to pro.
1221,[2025-08-15 5:02:00 PM] - Michael Amadio of Ottawa Senators was sent to pro.
1222,[2025-08-15 5:02:00 PM] - Tyler Kleven of Ottawa Senators was sent to pro.
1223,[2025-08-15 5:02:00 PM] - Travis Hamonic of Ottawa Senators was sent to pro.
1224,[2025-08-15 5:02:00 PM] - Adam Gaudette of Ottawa Senators was sent to pro.
1225,[2025-08-15 5:02:00 PM] - Nikolas Matinpalo of Ottawa Senators was sent to pro.
1226,[2025-08-15 5:02:00 PM] - Nick Cousins of Ottawa Senators was sent to pro.
1227,[2025-08-15 5:02:00 PM] - Linus Ullmark of Ottawa Senators was sent to pro.
1228,[2025-08-15 5:02:00 PM] - Anton Forsberg of Ottawa Senators was sent to pro.
1229,[2025-08-15 5:02:00 PM] - Auto Roster Function has been run for Ottawa Senators.
1230,[2025-08-15 5:02:00 PM] - Travis Sanheim of Philadelphia Flyers was sent to pro.
1231,[2025-08-15 5:02:00 PM] - Travis Konecny of Philadelphia Flyers was sent to pro.
1232,[2025-08-15 5:02:00 PM] - Nick Seeler of Philadelphia Flyers was sent to pro.
1233,[2025-08-15 5:02:00 PM] - Sean Couturier of Philadelphia Flyers was sent to pro.
1234,[2025-08-15 5:02:00 PM] - Cam York of Philadelphia Flyers was sent to pro.
1235,[2025-08-15 5:02:00 PM] - Owen Tippett of Philadelphia Flyers was sent to pro.
1236,[2025-08-15 5:02:00 PM] - Rasmus Ristolainen of Philadelphia Flyers was sent to pro.
1237,[2025-08-15 5:02:00 PM] - Noah Cates of Philadelphia Flyers was sent to pro.
1238,[2025-08-15 5:02:00 PM] - Tyson Foerster of Philadelphia Flyers was sent to pro.
1239,[2025-08-15 5:02:00 PM] - Ryan Poehling of Philadelphia Flyers was sent to pro.
1240,[2025-08-15 5:02:00 PM] - Garnet Hathaway of Philadelphia Flyers was sent to pro.
1241,[2025-08-15 5:02:00 PM] - Matvei Michkov of Philadelphia Flyers was sent to pro.
1242,[2025-08-15 5:02:00 PM] - Jamie Drysdale of Philadelphia Flyers was sent to pro.
1243,[2025-08-15 5:02:00 PM] - Egor Zamula of Philadelphia Flyers was sent to pro.
1244,[2025-08-15 5:02:00 PM] - Bobby Brink of Philadelphia Flyers was sent to pro.
1245,[2025-08-15 5:02:00 PM] - Anthony Richard of Philadelphia Flyers was sent to pro.
1246,[2025-08-15 5:02:00 PM] - Nicolas Deslauriers of Philadelphia Flyers was sent to pro.
1247,[2025-08-15 5:02:00 PM] - Jakob Pelletier of Philadelphia Flyers was sent to pro.
1248,[2025-08-15 5:02:00 PM] - Samuel Ersson of Philadelphia Flyers was sent to pro.
1249,[2025-08-15 5:02:00 PM] - Ivan Fedotov of Philadelphia Flyers was sent to pro.
1250,[2025-08-15 5:02:00 PM] - Auto Roster Function has been run for Philadelphia Flyers.
1251,[2025-08-15 5:02:00 PM] - Sidney Crosby of Pittsburgh Penguins was sent to pro.
1252,[2025-08-15 5:02:00 PM] - Kris Letang of Pittsburgh Penguins was sent to pro.
1253,[2025-08-15 5:02:00 PM] - Evgeni Malkin of Pittsburgh Penguins was sent to pro.
1254,[2025-08-15 5:02:00 PM] - Bryan Rust of Pittsburgh Penguins was sent to pro.
1255,[2025-08-15 5:02:00 PM] - Erik Karlsson of Pittsburgh Penguins was sent to pro.
1256,[2025-08-15 5:02:00 PM] - Rickard Rakell of Pittsburgh Penguins was sent to pro.
1257,[2025-08-15 5:02:00 PM] - Ryan Graves of Pittsburgh Penguins was sent to pro.
1258,[2025-08-15 5:02:00 PM] - Tommy Novak of Pittsburgh Penguins was sent to pro.
1259,[2025-08-15 5:02:00 PM] - Conor Timmins of Pittsburgh Penguins was sent to pro.
1260,[2025-08-15 5:02:00 PM] - Danton Heinen of Pittsburgh Penguins was sent to pro.
1261,[2025-08-15 5:02:00 PM] - Noel Acciari of Pittsburgh Penguins was sent to pro.
1262,[2025-08-15 5:02:00 PM] - Kevin Hayes of Pittsburgh Penguins was sent to pro.
1263,[2025-08-15 5:02:00 PM] - Matt Grzelcyk of Pittsburgh Penguins was sent to pro.
1264,[2025-08-15 5:02:00 PM] - Connor Dewar of Pittsburgh Penguins was sent to pro.
1265,[2025-08-15 5:02:00 PM] - Philip Tomasino of Pittsburgh Penguins was sent to pro.
1266,[2025-08-15 5:02:00 PM] - Owen Pickering of Pittsburgh Penguins was sent to pro.
1267,[2025-08-15 5:02:00 PM] - Matt Nieto of Pittsburgh Penguins was sent to pro.
1268,[2025-08-15 5:02:00 PM] - Joona Koppanen of Pittsburgh Penguins was sent to pro.
1269,[2025-08-15 5:02:00 PM] - Alex Nedeljkovic of Pittsburgh Penguins was sent to pro.
1270,[2025-08-15 5:02:00 PM] - Tristan Jarry of Pittsburgh Penguins was sent to pro.
1271,[2025-08-15 5:02:00 PM] - Auto Roster Function has been run for Pittsburgh Penguins.
1272,[2025-08-15 5:02:00 PM] - Nikita Kucherov of Tampa Bay Lightning was sent to pro.
1273,[2025-08-15 5:02:00 PM] - Victor Hedman of Tampa Bay Lightning was sent to pro.
1274,[2025-08-15 5:02:00 PM] - Jake Guentzel of Tampa Bay Lightning was sent to pro.
1275,[2025-08-15 5:02:00 PM] - Brayden Point of Tampa Bay Lightning was sent to pro.
1276,[2025-08-15 5:02:00 PM] - Brandon Hagel of Tampa Bay Lightning was sent to pro.
1277,[2025-08-15 5:02:00 PM] - Anthony Cirelli of Tampa Bay Lightning was sent to pro.
1278,[2025-08-15 5:02:00 PM] - Ryan McDonagh of Tampa Bay Lightning was sent to pro.
1279,[2025-08-15 5:02:00 PM] - Erik Cernak of Tampa Bay Lightning was sent to pro.
1280,[2025-08-15 5:02:00 PM] - J.J. Moser of Tampa Bay Lightning was sent to pro.
1281,[2025-08-15 5:02:00 PM] - Nick Paul of Tampa Bay Lightning was sent to pro.
1282,[2025-08-15 5:02:00 PM] - Oliver Bjorkstrand of Tampa Bay Lightning was sent to pro.
1283,[2025-08-15 5:02:00 PM] - Yanni Gourde of Tampa Bay Lightning was sent to pro.
1284,[2025-08-15 5:02:00 PM] - Luke Glendening of Tampa Bay Lightning was sent to pro.
1285,[2025-08-15 5:02:00 PM] - Emil Lilleberg of Tampa Bay Lightning was sent to pro.
1286,[2025-08-15 5:02:00 PM] - Darren Raddysh of Tampa Bay Lightning was sent to pro.
1287,[2025-08-15 5:02:00 PM] - Nick Perbix of Tampa Bay Lightning was sent to pro.
1288,[2025-08-15 5:02:00 PM] - Cam Atkinson of Tampa Bay Lightning was sent to pro.
1289,[2025-08-15 5:02:00 PM] - Dylan Duke of Tampa Bay Lightning was sent to pro.
1290,[2025-08-15 5:02:00 PM] - Andrei Vasilevskiy of Tampa Bay Lightning was sent to pro.
1291,[2025-08-15 5:02:00 PM] - Jonas Johansson of Tampa Bay Lightning was sent to pro.
1292,[2025-08-15 5:02:00 PM] - Auto Roster Function has been run for Tampa Bay Lightning.
1293,[2025-08-15 5:02:00 PM] - Alex Steeves of Toronto Maple Leafs was sent to farm.
1294,[2025-08-15 5:02:00 PM] - Steven Lorentz of Toronto Maple Leafs was sent to farm.
1295,[2025-08-15 5:02:00 PM] - Philippe Myers of Toronto Maple Leafs was sent to farm.
1296,[2025-08-15 5:02:00 PM] - Nicholas Robertson of Toronto Maple Leafs was sent to farm.
1297,[2025-08-15 5:02:00 PM] - Matt Murray of Toronto Maple Leafs was sent to farm.
1298,[2025-08-15 5:02:00 PM] - Dennis Hildeby of Toronto Maple Leafs was sent to farm.
1299,[2025-08-15 5:02:00 PM] - Auto Roster Function has been run for Toronto Maple Leafs.
