InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
245,244,Case McCarthy,https://www.nhl.com/player/8481566,0,USA,2001-01-09,24,198,73,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,1466000,1466000,1466000,1466000,1466000,0,0,0,0,0,0,,0,100,0,8481566,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,37,95,54,77,62,63,53,30,52,50,55,45,64,66,58,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
246,245,Casey Cizikas,https://www.nhl.com/player/8475231,18,CAN,1991-02-27,34,194,71,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,2887000,2887000,2887000,0,0,0,0,0,0,0,0,,0,100,0,8475231,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,80,40,85,66,71,82,89,65,84,63,62,78,64,84,75,33,43,68,3,1,0,1,1,2,0,0,0,0,1,4,0,0,0,1,1,0,0,0,607,0,0,1,1,29,0,0,0,93,0,0,16,0,0,0,0,0,0,0,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,
247,246,Casey Fitzgerald,https://www.nhl.com/player/8479578,0,USA,1997-02-25,28,188,71,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,2422000,2422000,2422000,0,0,0,0,0,0,0,0,,0,100,0,8479578,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,61,41,71,58,70,69,85,56,30,57,54,55,46,68,73,53,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
248,247,Casey Mittelstadt,https://www.nhl.com/player/8479999,2,USA,1998-11-22,26,195,73,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,2199000,2199000,2199000,0,0,0,0,0,0,0,0,,0,99,0,8479999,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,60,35,90,74,76,88,90,75,78,77,69,65,76,70,69,74,39,70,4,8,1,0,1,-6,4,0,2,4,7,1,3,0,0,14,29,0,0,0,5455,0,1,0,1,641,0,0,0,81,4,2,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
249,248,Cavan Fitzgerald,https://www.nhl.com/player/8478981,0,CAN,1996-08-23,29,190,73,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,3832000,3832000,3832000,3832000,3832000,0,0,0,0,0,0,,0,100,0,8478981,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,39,85,59,75,70,83,56,30,58,57,59,47,69,71,36,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
250,249,Cedric Pare,https://www.nhl.com/player/8480249,0,CAN,1999-01-24,26,205,75,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,1396000,1396000,1396000,1396000,0,0,0,0,0,0,0,,0,100,0,8480249,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,53,74,59,84,79,82,58,65,59,58,57,56,66,68,47,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
251,250,Chad Hillebrand,https://www.nhl.com/player/8484921,0,USA,1999-01-22,26,201,76,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1722000,1722000,1722000,1722000,1722000,0,0,0,0,0,0,,0,100,0,8484921,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,78,44,63,56,87,66,63,55,52,54,54,57,53,66,68,42,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
252,251,Chad Nychuk,https://www.nhl.com/player/8483834,0,CAN,2001-03-06,24,194,73,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,1984000,1984000,1984000,0,0,0,0,0,0,0,0,,0,100,0,8483834,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,40,76,55,76,65,66,54,30,53,52,56,45,64,66,43,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
253,252,Chad Ruhwedel,https://www.nhl.com/player/8477244,0,USA,1990-05-07,35,189,71,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,2793000,2793000,2793000,2793000,0,0,0,0,0,0,0,,0,100,0,8477244,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,72,39,86,62,70,79,80,59,30,62,58,75,49,76,77,23,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
254,253,Chandler Stephenson,https://www.nhl.com/player/8476905,24,CAN,1994-04-22,31,201,72,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3636000,3636000,3636000,0,0,0,0,0,0,0,0,,0,100,0,8476905,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,63,38,90,78,75,86,89,74,82,79,68,83,71,76,74,51,39,73,3,9,0,3,3,-2,0,0,0,3,6,2,8,0,0,26,53,0,0,0,3645,0,0,1,2,733,0,0,0,921,1,2,534,0,0,0,0,0,0,5,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,
255,254,Charles Hudon,https://www.nhl.com/player/8476948,0,CAN,1994-06-23,31,190,70,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3220000,3220000,3220000,0,0,0,0,0,0,0,0,,0,100,0,8476948,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,39,72,67,68,95,83,65,74,68,62,61,69,71,73,46,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,255,Charles-Alexis Legault,https://www.nhl.com/player/8484428,0,CAN,2003-09-05,22,215,76,False,False,False,True,5,False,False,False,False,False,True,True,False,False,False,0,1448000,1448000,1448000,1448000,1448000,1448000,0,0,0,0,0,,0,100,0,8484428,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,80,43,72,57,89,68,71,56,30,55,53,59,45,62,64,57,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,256,Charlie Coyle,https://www.nhl.com/player/8475745,7,USA,1992-03-02,33,215,75,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,3556000,3556000,3556000,3556000,3556000,0,0,0,0,0,0,,0,100,0,8475745,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,73,37,88,72,86,88,90,70,81,73,73,87,75,85,77,48,41,74,4,8,0,3,3,3,0,0,3,0,11,3,8,0,0,28,41,0,0,0,3044,0,0,0,0,45,0,1,1,276,2,0,424,0,0,0,0,0,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,
258,257,Charlie McAvoy,https://www.nhl.com/player/8479325,2,USA,1997-12-21,27,213,73,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,2093000,2093000,2093000,2093000,2093000,0,0,0,0,0,0,,0,100,0,8479325,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,78,39,70,76,80,95,83,75,30,80,72,81,58,72,76,70,41,75,4,11,1,1,2,-6,0,0,7,7,4,9,14,1,0,0,0,0,0,0,6532,0,1,0,3,925,0,0,0,1269,5,5,940,0,0,0,0,0,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,
259,258,Charlie Wright,https://www.nhl.com/player/8483934,0,CAN,2003-10-22,21,179,73,False,False,False,True,5,False,False,False,False,False,True,True,False,False,False,0,1790000,1790000,1790000,1790000,1790000,1790000,0,0,0,0,0,,0,100,0,8483934,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,64,36,95,57,73,61,63,55,30,56,50,54,45,62,64,43,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,259,Chase Bradley,https://www.nhl.com/player/8482507,0,USA,2002-01-09,23,180,71,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,1797000,1797000,1797000,0,0,0,0,0,0,0,0,,0,100,0,8482507,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,38,78,59,68,73,71,56,54,58,59,57,56,63,65,49,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
261,260,Chase DeLeo,https://www.nhl.com/player/8478029,0,USA,1995-10-25,29,185,69,False,True,False,False,5,False,False,False,False,False,True,True,False,False,False,0,3207000,3207000,3207000,3207000,3207000,3207000,0,0,0,0,0,,0,100,0,8478029,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,35,93,61,66,80,75,59,65,62,58,56,61,70,72,49,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
262,261,Chase Priskie,https://www.nhl.com/player/8479597,0,USA,1996-03-19,29,185,72,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,2848000,2848000,2848000,0,0,0,0,0,0,0,0,,0,100,0,8479597,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,38,84,60,71,74,84,59,30,62,57,58,49,69,71,40,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
263,262,Chase Stillman,https://www.nhl.com/player/8482714,0,CAN,2003-03-19,22,185,73,False,False,True,False,4,False,False,False,False,False,True,True,False,False,False,0,2135000,2135000,2135000,2135000,2135000,0,0,0,0,0,0,,0,100,0,8482714,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,65,41,70,58,74,77,82,57,53,55,56,54,58,62,64,79,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,263,Chase Wheatcroft,https://www.nhl.com/player/8484124,0,CAN,2002-05-28,23,192,74,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1610000,1610000,0,0,0,0,0,0,0,0,0,,0,100,0,8484124,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,70,39,85,57,79,72,81,56,65,58,55,59,56,63,65,45,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
265,264,Chase Wouters,https://www.nhl.com/player/8481163,0,CAN,2000-02-08,25,182,72,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,2296000,2296000,2296000,0,0,0,0,0,0,0,0,,0,100,0,8481163,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,40,74,59,71,79,86,58,64,57,56,55,58,65,70,42,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266,265,Chaz Lucius,https://www.nhl.com/player/8482780,0,USA,2003-05-02,22,185,73,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1220000,1220000,1220000,1220000,1220000,0,0,0,0,0,0,,0,100,0,8482780,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,65,37,91,62,74,78,67,59,69,61,55,58,56,62,64,83,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
267,266,Chris Harpur,https://www.nhl.com/player/8484309,0,CAN,1996-09-13,29,201,75,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,1946000,1946000,1946000,1946000,1946000,0,0,0,0,0,0,,0,100,0,8484309,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,39,81,55,84,64,65,54,30,57,50,56,45,69,71,36,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,267,Chris Kreider,https://www.nhl.com/player/8475184,19,USA,1991-04-30,34,230,75,False,True,False,False,5,False,False,False,False,False,True,True,False,False,False,0,3708000,3708000,3708000,3708000,3708000,3708000,0,0,0,0,0,,0,99,0,8475184,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,71,38,90,78,89,86,88,74,57,72,81,76,78,84,81,42,41,74,5,21,3,2,5,2,0,0,3,4,8,4,10,0,0,3,5,0,0,0,6457,0,0,1,0,749,0,0,0,169,7,1,945,0,0,0,0,0,1,0,830,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,
269,268,Chris Tanev,https://www.nhl.com/player/8475690,27,CAN,1989-12-20,35,199,75,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,4242000,4242000,4242000,4242000,4242000,0,0,0,0,0,0,,0,100,0,8475690,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,62,37,90,66,83,91,88,63,30,73,56,90,49,85,76,21,51,73,4,2,0,4,4,3,0,0,6,2,2,1,6,0,0,0,0,0,0,0,4971,0,0,2,1,835,0,0,0,570,0,2,333,0,0,0,0,0,0,150,875,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,
270,269,Chris Terry,https://www.nhl.com/player/8474052,0,CAN,1989-04-07,36,191,70,False,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,2678000,2678000,0,0,0,0,0,0,0,0,0,,0,100,0,8474052,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,60,39,77,66,69,95,84,65,74,68,63,62,65,76,78,28,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
271,270,Chris Wagner,https://www.nhl.com/player/8475780,7,USA,1991-05-27,34,192,72,False,False,True,False,3,False,False,False,False,False,True,True,False,False,False,0,3997000,3997000,3997000,3997000,0,0,0,0,0,0,0,,0,100,0,8475780,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,75,43,74,63,73,79,80,62,65,61,64,63,62,76,77,31,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,6,7,-6,0,0,2,8,5,3,2,0,0,4,6,0,0,0,3637,0,0,0,0,268,0,0,0,86,5,4,492,0,0,0,0,0,0,0,0,2,1,0,255,255,
272,271,Christian Dvorak,https://www.nhl.com/player/8477989,15,USA,1996-02-02,29,190,73,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,4189000,4189000,4189000,4189000,4189000,0,0,0,0,0,0,,4,98,0,8477989,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,63,35,94,68,75,86,81,66,86,69,65,79,67,73,69,56,31,68,4,9,1,0,1,-3,0,0,2,4,3,2,3,0,0,13,25,0,0,0,2371,0,0,0,0,0,0,0,0,0,1,1,200,0,0,0,0,0,0,20,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
273,272,Christian Felton,https://www.nhl.com/player/8484815,0,USA,2000-02-04,25,185,73,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,1419000,1419000,1419000,0,0,0,0,0,0,0,0,,0,100,0,8484815,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,36,95,53,74,63,61,52,30,51,50,54,45,65,67,42,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274,273,Christian Fischer,https://www.nhl.com/player/8478432,8,USA,1997-04-15,28,212,74,False,False,True,False,2,False,False,False,False,False,True,True,False,False,False,0,2284000,2284000,2284000,0,0,0,0,0,0,0,0,,0,97,0,8478432,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,77,46,88,65,83,78,83,63,58,64,60,66,61,72,68,64,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,3,3,3,6,0,2,5,10,6,5,0,0,2,4,0,0,0,5096,0,0,2,7,871,0,0,0,269,9,3,705,0,0,0,0,0,0,0,1,4,0,260,580,580,
275,274,Christian Kyrou,https://www.nhl.com/player/8483470,0,CAN,2003-09-16,22,166,71,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,1281000,1281000,1281000,0,0,0,0,0,0,0,0,,0,100,0,8483470,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,36,92,58,66,68,77,57,30,59,55,56,47,62,64,72,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
276,275,Christian Wolanin,https://www.nhl.com/player/8478846,0,USA,1995-03-17,30,190,74,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,3360000,3360000,3360000,3360000,3360000,0,0,0,0,0,0,,0,100,0,8478846,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,69,40,80,63,78,77,78,62,30,68,54,63,48,70,72,48,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,276,Christoffer Sedoff,https://www.nhl.com/player/8482138,0,FIN,2002-02-20,23,201,73,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,2337000,2337000,2337000,2337000,0,0,0,0,0,0,0,,0,100,0,8482138,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,69,39,85,57,78,67,80,55,30,56,53,58,46,63,65,42,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,277,Christopher Merisier-Ortiz,https://www.nhl.com/player/8481774,0,CAN,2001-01-17,24,171,71,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,1609000,1609000,1609000,0,0,0,0,0,0,0,0,,0,100,0,8481774,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,36,94,56,67,63,64,55,30,59,50,53,45,64,66,43,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
279,278,CJ Suess,https://www.nhl.com/player/8478058,0,USA,1994-03-17,31,190,71,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3187000,3187000,3187000,0,0,0,0,0,0,0,0,,0,100,0,8478058,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,61,38,87,59,70,74,86,58,55,57,56,54,58,71,73,45,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
